site,battery_power,site_power,solar_power,date
134a3fa6,-1885.0,647.38,1883.19,2021-07-02 18:15:45+00:00
8d9fed87,-3917.5,3297.5,3931.0,2021-07-02 18:15:45+00:00
5688ed10,-2.33,-3610.4,4811.27,2021-07-02 18:15:46+00:00
2b33a48d,,,,2021-07-02 18:15:46+00:00
07333ad0,-2.17,-3683.18,6868.5,2021-07-02 18:15:47+00:00
38c8ae33,-4677.0,3.3,5851.27,2021-07-02 18:15:47+00:00
adc42b19,0.0,-3012.66,5143.26,2021-07-02 18:15:47+00:00
e9ba8cec,-16.0,,,2021-07-02 18:15:48+00:00
e12c2148,,-1947.65,2265.25,2021-07-02 18:15:48+00:00
4b78aae6,-2396.33,-39.93,3670.48,2021-07-02 18:15:49+00:00
e724ca65,0.0,-2924.25,3610.41,2021-07-02 18:15:49+00:00
135433c1,0.0,-1348.75,2012.44,2021-07-02 18:15:49+00:00
90606897,-2981.67,23.85,5001.99,2021-07-02 18:15:50+00:00
02ebf5c7,0.0,-5452.5,6136.81,2021-07-02 18:15:50+00:00
c8eb2d3d,-15.5,-11100.69,14002.79,2021-07-02 18:15:51+00:00
2b98cbdd,,25.09,0.08,2021-07-02 18:15:51+00:00
39146e59,,3556.99,3.46,2021-07-02 18:15:51+00:00
55af2f9b,-2404.67,-28.36,7298.22,2021-07-02 18:15:52+00:00
28731623,-2286.67,9.89,7397.68,2021-07-02 18:15:52+00:00
3193e230,3268.83,-53.15,6841.53,2021-07-02 18:15:53+00:00
e6bcf7cf,11.17,-5723.84,6816.86,2021-07-02 18:15:53+00:00
7da0acb7,8.83,-3697.16,4487.43,2021-07-02 18:15:53+00:00
c18b6195,-10.0,-1320.72,1527.58,2021-07-02 18:15:54+00:00
20abb173,-10.0,-6803.18,8379.46,2021-07-02 18:15:54+00:00
f34b386a,0.0,-9377.94,12562.99,2021-07-02 18:15:55+00:00
f7f9ac09,-1281.67,-36.24,3441.95,2021-07-02 18:15:55+00:00
5fc96249,0.0,-6995.41,7550.4,2021-07-02 18:15:55+00:00
82c74b9e,-2842.67,-22.09,3116.76,2021-07-02 18:15:56+00:00
b255f7ad,-1164.67,3059.87,1171.61,2021-07-02 18:15:56+00:00
61bff705,429.5,0.86,6.98,2021-07-02 18:15:57+00:00
619fd2b9,,1.42,7724.25,2021-07-02 18:15:57+00:00
260f359a,227.5,-261.05,473.61,2021-07-02 18:15:57+00:00
4faff963,-2797.0,51.57,3928.73,2021-07-02 18:15:58+00:00
499a251d,-2100.0,,,2021-07-02 18:15:58+00:00
dfc6fdf5,0.0,-2154.4,2552.93,2021-07-02 18:15:59+00:00
64e1616f,0.0,-168.09,766.37,2021-07-02 18:15:59+00:00
93c8a2c1,0.0,-486.96,860.13,2021-07-02 18:15:59+00:00
eec02ec5,-10.0,-7563.9,8446.53,2021-07-02 18:16:00+00:00
90791ae9,,,,2021-07-02 18:16:00+00:00
49b6c0dd,0.0,-1150.7,-2449.47,2021-07-02 18:16:01+00:00
d0926969,-4170.33,,,2021-07-02 18:16:01+00:00
7435e9d3,-2179.83,10.17,2929.75,2021-07-02 18:16:01+00:00
134a3fa6,-1900.33,638.01,1906.45,2021-07-02 18:17:02+00:00
8d9fed87,-3950.0,2938.55,3965.8,2021-07-02 18:17:03+00:00
5688ed10,9.5,-3470.63,4642.54,2021-07-02 18:17:03+00:00
2b33a48d,,,,2021-07-02 18:17:04+00:00
07333ad0,-9.33,-2443.0,3761.48,2021-07-02 18:17:04+00:00
38c8ae33,-4712.0,-5.34,5884.15,2021-07-02 18:17:04+00:00
adc42b19,-8.33,-3137.12,5118.02,2021-07-02 18:17:05+00:00
e9ba8cec,-16.67,,,2021-07-02 18:17:05+00:00
e12c2148,,-2021.5,2338.14,2021-07-02 18:17:06+00:00
4b78aae6,-2867.0,-19.63,4168.84,2021-07-02 18:17:06+00:00
e724ca65,-1.0,-2925.02,3605.63,2021-07-02 18:17:06+00:00
135433c1,8.83,-1021.6,1683.15,2021-07-02 18:17:07+00:00
90606897,-2871.17,8.18,5037.37,2021-07-02 18:17:07+00:00
02ebf5c7,-2.67,-5447.84,6127.99,2021-07-02 18:17:08+00:00
c8eb2d3d,-1.33,-8310.53,10344.24,2021-07-02 18:17:08+00:00
2b98cbdd,,26.59,0.08,2021-07-02 18:17:08+00:00
39146e59,,3815.18,3.66,2021-07-02 18:17:09+00:00
55af2f9b,-2523.5,56.85,7378.14,2021-07-02 18:17:09+00:00
28731623,-2195.0,-13.79,7425.36,2021-07-02 18:17:10+00:00
3193e230,3023.33,80.07,6853.39,2021-07-02 18:17:10+00:00
e6bcf7cf,-8.33,-5758.22,6839.32,2021-07-02 18:17:10+00:00
7da0acb7,1.83,-3711.65,4500.4,2021-07-02 18:17:11+00:00
c18b6195,-1.83,-1169.04,1374.05,2021-07-02 18:17:11+00:00
20abb173,-12.0,-6785.59,8417.18,2021-07-02 18:17:12+00:00
f34b386a,-10.0,-10149.04,12504.19,2021-07-02 18:17:12+00:00
f7f9ac09,-688.0,-20.7,3429.76,2021-07-02 18:17:12+00:00
5fc96249,-2.17,-7032.98,7571.82,2021-07-02 18:17:13+00:00
82c74b9e,-2883.5,-4.62,3118.99,2021-07-02 18:17:13+00:00
b255f7ad,-1110.67,3023.83,1110.16,2021-07-02 18:17:14+00:00
61bff705,458.67,1.0,20.21,2021-07-02 18:17:14+00:00
619fd2b9,,5.61,8125.91,2021-07-02 18:17:14+00:00
260f359a,302.5,-397.25,604.06,2021-07-02 18:17:15+00:00
4faff963,-2807.5,14.7,3956.41,2021-07-02 18:17:15+00:00
499a251d,-2085.33,,,2021-07-02 18:17:16+00:00
dfc6fdf5,0.0,-2284.69,2680.35,2021-07-02 18:17:16+00:00
64e1616f,-2.67,-164.49,778.55,2021-07-02 18:17:16+00:00
93c8a2c1,-7.17,-448.5,822.91,2021-07-02 18:17:17+00:00
eec02ec5,-2.83,-7246.37,8129.15,2021-07-02 18:17:17+00:00
90791ae9,,,,2021-07-02 18:17:18+00:00
49b6c0dd,-3.0,-1527.2,-2776.0,2021-07-02 18:17:18+00:00
d0926969,-3431.0,,,2021-07-02 18:17:18+00:00
7435e9d3,-2176.33,-16.17,2946.04,2021-07-02 18:17:19+00:00
134a3fa6,-1916.67,523.89,1925.14,2021-07-02 18:18:20+00:00
8d9fed87,-3960.0,2266.0,3969.33,2021-07-02 18:18:20+00:00
5688ed10,-3.33,-552.43,1728.63,2021-07-02 18:18:20+00:00
2b33a48d,,,,2021-07-02 18:18:21+00:00
07333ad0,3.5,1731.1,3232.45,2021-07-02 18:18:21+00:00
38c8ae33,-4736.33,-4.45,5891.58,2021-07-02 18:18:22+00:00
adc42b19,2.67,-3079.19,5100.51,2021-07-02 18:18:22+00:00
e9ba8cec,9.0,,,2021-07-02 18:18:22+00:00
e12c2148,,,,2021-07-02 18:18:23+00:00
4b78aae6,-716.17,20.56,1949.93,2021-07-02 18:18:23+00:00
e724ca65,-6.0,-2923.24,3606.89,2021-07-02 18:18:24+00:00
135433c1,0.0,-1669.8,2348.42,2021-07-02 18:18:24+00:00
90606897,-2868.0,-30.49,5057.14,2021-07-02 18:18:24+00:00
02ebf5c7,-20.0,-5431.86,6111.86,2021-07-02 18:18:25+00:00
c8eb2d3d,-10.0,-6973.68,9109.93,2021-07-02 18:18:25+00:00
2b98cbdd,,26.12,0.06,2021-07-02 18:18:26+00:00
39146e59,,2706.28,2.67,2021-07-02 18:18:26+00:00
55af2f9b,-2251.33,-0.26,7240.25,2021-07-02 18:18:26+00:00
28731623,-2265.0,17.21,7459.25,2021-07-02 18:18:27+00:00
3193e230,1208.0,16.85,6859.96,2021-07-02 18:18:27+00:00
e6bcf7cf,0.0,-5815.0,6848.86,2021-07-02 18:18:28+00:00
7da0acb7,5.33,-3776.65,4500.49,2021-07-02 18:18:28+00:00
c18b6195,-5.33,-1147.3,1355.51,2021-07-02 18:18:28+00:00
20abb173,-10.33,-6453.64,8372.22,2021-07-02 18:18:29+00:00
f34b386a,-0.33,-9992.88,12420.6,2021-07-02 18:18:29+00:00
f7f9ac09,1710.0,16.55,3420.74,2021-07-02 18:18:30+00:00
5fc96249,-5.0,-6204.93,7573.76,2021-07-02 18:18:30+00:00
82c74b9e,-2725.67,-11.89,3129.91,2021-07-02 18:18:31+00:00
b255f7ad,-1085.17,2679.47,1065.64,2021-07-02 18:18:31+00:00
61bff705,509.67,0.92,21.67,2021-07-02 18:18:31+00:00
619fd2b9,,-13.51,6393.62,2021-07-02 18:18:32+00:00
260f359a,144.67,-616.13,995.96,2021-07-02 18:18:32+00:00
4faff963,-2832.5,-13.73,4004.7,2021-07-02 18:18:33+00:00
499a251d,-2001.0,,,2021-07-02 18:18:33+00:00
dfc6fdf5,0.0,-3290.43,3684.83,2021-07-02 18:18:33+00:00
64e1616f,-4.33,-217.58,786.8,2021-07-02 18:18:34+00:00
93c8a2c1,0.0,305.48,872.61,2021-07-02 18:18:34+00:00
eec02ec5,-4.17,-5181.72,6056.93,2021-07-02 18:18:35+00:00
90791ae9,,,,2021-07-02 18:18:35+00:00
49b6c0dd,-4.17,-2414.33,-3684.83,2021-07-02 18:18:35+00:00
d0926969,-1090.0,,,2021-07-02 18:18:36+00:00
7435e9d3,-2184.0,-4.47,2959.79,2021-07-02 18:18:36+00:00
134a3fa6,-1936.17,522.13,1945.36,2021-07-02 18:19:37+00:00
8d9fed87,-3936.83,3158.27,3977.83,2021-07-02 18:19:37+00:00
5688ed10,-10.0,-2179.67,3379.62,2021-07-02 18:19:38+00:00
2b33a48d,,,,2021-07-02 18:19:38+00:00
07333ad0,-3.0,-3128.22,6895.39,2021-07-02 18:19:39+00:00
38c8ae33,-4723.5,-0.49,5900.28,2021-07-02 18:19:39+00:00
adc42b19,-10.0,-3112.04,5167.66,2021-07-02 18:19:39+00:00
e9ba8cec,3.33,,,2021-07-02 18:19:40+00:00
e12c2148,0.0,,,2021-07-02 18:19:40+00:00
4b78aae6,-367.33,1.31,1596.84,2021-07-02 18:19:41+00:00
e724ca65,-6.83,-2933.7,3734.59,2021-07-02 18:19:41+00:00
135433c1,0.0,-2087.78,2787.16,2021-07-02 18:19:41+00:00
90606897,-3004.0,0.52,5038.71,2021-07-02 18:19:42+00:00
02ebf5c7,-13.0,-5413.44,6094.32,2021-07-02 18:19:42+00:00
c8eb2d3d,-10.0,-9978.77,11921.72,2021-07-02 18:19:43+00:00
2b98cbdd,,26.19,0.07,2021-07-02 18:19:43+00:00
39146e59,,2275.37,1.2,2021-07-02 18:19:43+00:00
55af2f9b,-2379.33,-8.09,7356.61,2021-07-02 18:19:44+00:00
28731623,-2356.67,18.78,7507.68,2021-07-02 18:19:44+00:00
3193e230,627.5,-83.06,6856.44,2021-07-02 18:19:45+00:00
e6bcf7cf,-7.5,-5955.88,6865.4,2021-07-02 18:19:45+00:00
7da0acb7,-7.5,-3830.55,4498.65,2021-07-02 18:19:45+00:00
c18b6195,0.0,-1153.7,1358.98,2021-07-02 18:19:46+00:00
20abb173,15.33,-5049.37,6471.08,2021-07-02 18:19:46+00:00
f34b386a,-5.67,-9863.19,12370.47,2021-07-02 18:19:47+00:00
f7f9ac09,1747.83,5.27,3426.97,2021-07-02 18:19:47+00:00
5fc96249,0.0,-6681.61,7564.33,2021-07-02 18:19:47+00:00
82c74b9e,-2664.0,18.85,3130.65,2021-07-02 18:19:48+00:00
b255f7ad,-1050.0,2487.34,1073.57,2021-07-02 18:19:48+00:00
61bff705,516.33,1.05,23.1,2021-07-02 18:19:49+00:00
619fd2b9,,,,2021-07-02 18:19:49+00:00
260f359a,0.0,-708.76,1189.11,2021-07-02 18:19:49+00:00
4faff963,-2735.0,-11.86,3902.25,2021-07-02 18:19:50+00:00
499a251d,-2068.33,,,2021-07-02 18:19:50+00:00
dfc6fdf5,0.0,-3262.7,3655.77,2021-07-02 18:19:51+00:00
64e1616f,0.0,-205.14,780.93,2021-07-02 18:19:51+00:00
93c8a2c1,-8.5,711.46,1077.33,2021-07-02 18:19:51+00:00
eec02ec5,-8.67,-4398.6,5296.96,2021-07-02 18:19:52+00:00
90791ae9,,,,2021-07-02 18:19:52+00:00
49b6c0dd,8.83,-1810.75,-3066.7,2021-07-02 18:19:53+00:00
d0926969,,,,2021-07-02 18:19:53+00:00
7435e9d3,-2215.33,3.59,2972.53,2021-07-02 18:19:53+00:00
134a3fa6,-1949.0,517.54,1966.5,2021-07-02 18:20:54+00:00
8d9fed87,-3928.33,3194.75,3979.5,2021-07-02 18:20:55+00:00
5688ed10,-0.83,-3915.01,5130.49,2021-07-02 18:20:55+00:00
2b33a48d,,,,2021-07-02 18:20:55+00:00
07333ad0,8.67,-5842.86,6905.67,2021-07-02 18:20:56+00:00
38c8ae33,-4664.0,-8.22,5912.97,2021-07-02 18:20:56+00:00
adc42b19,-10.0,-3185.69,5256.13,2021-07-02 18:20:57+00:00
e9ba8cec,-9.0,,,2021-07-02 18:20:57+00:00
e12c2148,0.0,,,2021-07-02 18:20:57+00:00
4b78aae6,-1404.67,30.0,2627.87,2021-07-02 18:20:58+00:00
e724ca65,-10.0,-2940.65,3645.46,2021-07-02 18:20:58+00:00
135433c1,0.0,-2024.92,2925.69,2021-07-02 18:20:59+00:00
90606897,-2824.17,23.86,4934.91,2021-07-02 18:20:59+00:00
02ebf5c7,-0.17,-5418.65,6097.99,2021-07-02 18:20:59+00:00
c8eb2d3d,-10.0,-11530.39,12716.42,2021-07-02 18:21:00+00:00
2b98cbdd,,23.46,0.06,2021-07-02 18:21:00+00:00
39146e59,,2167.02,0.62,2021-07-02 18:21:01+00:00
55af2f9b,-2251.83,32.15,7280.54,2021-07-02 18:21:01+00:00
28731623,-2491.5,4.11,7549.91,2021-07-02 18:21:01+00:00
3193e230,492.33,20.4,6876.29,2021-07-02 18:21:02+00:00
e6bcf7cf,0.33,-5995.82,6890.17,2021-07-02 18:21:02+00:00
7da0acb7,-0.5,-3826.82,4493.36,2021-07-02 18:21:03+00:00
c18b6195,-0.5,-1019.11,1222.96,2021-07-02 18:21:03+00:00
20abb173,-10.0,-6999.92,8287.6,2021-07-02 18:21:03+00:00
f34b386a,-1.33,-9008.82,12328.98,2021-07-02 18:21:04+00:00
f7f9ac09,1693.33,-6.57,3439.58,2021-07-02 18:21:04+00:00
5fc96249,-10.0,-6856.71,7535.51,2021-07-02 18:21:05+00:00
82c74b9e,-2690.83,4.57,3132.78,2021-07-02 18:21:05+00:00
b255f7ad,-1076.67,2553.17,1052.98,2021-07-02 18:21:05+00:00
61bff705,511.0,1.02,20.48,2021-07-02 18:21:06+00:00
619fd2b9,-2218.0,,,2021-07-02 18:21:06+00:00
260f359a,0.0,-925.24,1390.9,2021-07-02 18:21:07+00:00
4faff963,-2740.5,14.45,3903.99,2021-07-02 18:21:07+00:00
499a251d,-1673.0,,,2021-07-02 18:21:07+00:00
dfc6fdf5,-7.33,-3287.99,3682.88,2021-07-02 18:21:08+00:00
64e1616f,8.67,-211.9,797.2,2021-07-02 18:21:08+00:00
93c8a2c1,-1.5,550.82,1057.39,2021-07-02 18:21:09+00:00
eec02ec5,1.5,-7302.47,8246.51,2021-07-02 18:21:09+00:00
90791ae9,,,,2021-07-02 18:21:09+00:00
49b6c0dd,-6.67,-1830.5,-3096.67,2021-07-02 18:21:10+00:00
d0926969,,-7.5,4181.48,2021-07-02 18:21:10+00:00
7435e9d3,-2217.17,-9.1,2989.44,2021-07-02 18:21:11+00:00
134a3fa6,-1985.5,521.7,1989.63,2021-07-02 18:22:11+00:00
8d9fed87,-3972.0,2970.8,3998.0,2021-07-02 18:22:12+00:00
5688ed10,0.0,-3417.62,4854.65,2021-07-02 18:22:12+00:00
2b33a48d,,,,2021-07-02 18:22:13+00:00
07333ad0,-14.33,-3856.53,6864.35,2021-07-02 18:22:13+00:00
38c8ae33,-3654.33,-17.12,5897.1,2021-07-02 18:22:13+00:00
adc42b19,-7.67,-3233.68,5199.51,2021-07-02 18:22:14+00:00
e9ba8cec,-3.0,,,2021-07-02 18:22:14+00:00
e12c2148,-2.5,,,2021-07-02 18:22:15+00:00
4b78aae6,-987.5,-0.91,2250.47,2021-07-02 18:22:15+00:00
e724ca65,2.5,-2940.26,3646.83,2021-07-02 18:22:15+00:00
135433c1,-7.33,-2022.67,2921.6,2021-07-02 18:22:16+00:00
90606897,-2847.33,-19.81,5081.17,2021-07-02 18:22:16+00:00
02ebf5c7,0.0,-5422.69,6099.8,2021-07-02 18:22:17+00:00
c8eb2d3d,-10.0,-12660.65,15202.47,2021-07-02 18:22:17+00:00
2b98cbdd,,25.54,0.06,2021-07-02 18:22:17+00:00
39146e59,,2301.95,0.72,2021-07-02 18:22:18+00:00
55af2f9b,-2396.0,-24.01,7470.07,2021-07-02 18:22:18+00:00
28731623,-6192.83,13.27,7587.89,2021-07-02 18:22:19+00:00
3193e230,-201.33,12.86,6904.09,2021-07-02 18:22:19+00:00
e6bcf7cf,3.67,-6000.42,6907.12,2021-07-02 18:22:19+00:00
7da0acb7,-6.67,-3843.57,4520.94,2021-07-02 18:22:20+00:00
c18b6195,-10.0,-921.95,1122.21,2021-07-02 18:22:20+00:00
20abb173,-3.0,-6940.55,8214.01,2021-07-02 18:22:21+00:00
f34b386a,-16.5,-9085.84,12268.77,2021-07-02 18:22:21+00:00
f7f9ac09,1726.0,13.47,3449.57,2021-07-02 18:22:21+00:00
5fc96249,-6.33,-5894.74,7550.74,2021-07-02 18:22:22+00:00
82c74b9e,-2681.67,3.13,3142.66,2021-07-02 18:22:22+00:00
b255f7ad,-1043.83,2785.64,1041.2,2021-07-02 18:22:23+00:00
61bff705,508.5,0.89,16.19,2021-07-02 18:22:23+00:00
619fd2b9,-2441.5,,,2021-07-02 18:22:23+00:00
260f359a,2004.0,-1551.78,1195.36,2021-07-02 18:22:24+00:00
4faff963,-2812.0,-2.52,3935.79,2021-07-02 18:22:24+00:00
499a251d,-949.17,,,2021-07-02 18:22:25+00:00
dfc6fdf5,-2.5,-2307.3,2704.02,2021-07-02 18:22:25+00:00
64e1616f,-4.17,-138.24,761.65,2021-07-02 18:22:25+00:00
93c8a2c1,-1.33,-818.06,1219.37,2021-07-02 18:22:26+00:00
eec02ec5,10.0,-6907.5,7818.65,2021-07-02 18:22:26+00:00
90791ae9,,,,2021-07-02 18:22:27+00:00
49b6c0dd,1.0,-1520.85,-2749.2,2021-07-02 18:22:27+00:00
d0926969,,-2.49,4208.3,2021-07-02 18:22:28+00:00
7435e9d3,-2346.67,-9.26,3004.72,2021-07-02 18:22:28+00:00
134a3fa6,-2010.0,533.27,2010.24,2021-07-02 18:23:29+00:00
8d9fed87,-3989.67,1571.33,4007.93,2021-07-02 18:23:29+00:00
5688ed10,0.0,-1848.75,3931.51,2021-07-02 18:23:30+00:00
2b33a48d,,,,2021-07-02 18:23:30+00:00
07333ad0,-20.0,-5896.63,6790.91,2021-07-02 18:23:30+00:00
38c8ae33,-3680.33,3.35,5903.0,2021-07-02 18:23:31+00:00
adc42b19,-5.17,-3194.71,5145.72,2021-07-02 18:23:31+00:00
e9ba8cec,9.33,,,2021-07-02 18:23:32+00:00
e12c2148,-10.0,,,2021-07-02 18:23:32+00:00
4b78aae6,-504.0,-1.27,1825.26,2021-07-02 18:23:32+00:00
e724ca65,4.5,-2939.82,3649.72,2021-07-02 18:23:33+00:00
135433c1,-11.0,-2111.63,2909.91,2021-07-02 18:23:33+00:00
90606897,-1183.0,-1769.08,5051.36,2021-07-02 18:23:34+00:00
02ebf5c7,5.67,-5412.49,6087.32,2021-07-02 18:23:34+00:00
c8eb2d3d,-4.33,-7018.77,9531.91,2021-07-02 18:23:34+00:00
2b98cbdd,,24.56,0.06,2021-07-02 18:23:35+00:00
39146e59,,2405.21,0.92,2021-07-02 18:23:35+00:00
55af2f9b,-2372.0,42.51,7455.18,2021-07-02 18:23:36+00:00
28731623,-6386.0,7.08,7615.13,2021-07-02 18:23:36+00:00
3193e230,-3628.0,60.93,6930.12,2021-07-02 18:23:36+00:00
e6bcf7cf,-3.83,-5940.11,6914.11,2021-07-02 18:23:37+00:00
7da0acb7,-6.17,-3884.4,4553.32,2021-07-02 18:23:37+00:00
c18b6195,-3.67,-987.35,1188.93,2021-07-02 18:23:38+00:00
20abb173,3.67,-7260.82,8196.8,2021-07-02 18:23:38+00:00
f34b386a,-10.0,-9513.84,12207.2,2021-07-02 18:23:38+00:00
f7f9ac09,1693.5,5.06,3451.7,2021-07-02 18:23:39+00:00
5fc96249,-6.5,-6966.35,7568.87,2021-07-02 18:23:39+00:00
82c74b9e,-2656.67,-11.17,3156.73,2021-07-02 18:23:40+00:00
b255f7ad,-1030.0,2773.22,1023.69,2021-07-02 18:23:40+00:00
61bff705,496.67,0.82,14.31,2021-07-02 18:23:40+00:00
619fd2b9,-3479.17,,,2021-07-02 18:23:41+00:00
260f359a,3363.17,-978.94,979.76,2021-07-02 18:23:41+00:00
4faff963,-2814.0,-12.22,3968.74,2021-07-02 18:23:42+00:00
499a251d,-10.0,,,2021-07-02 18:23:42+00:00
dfc6fdf5,-6.0,-2470.92,2866.96,2021-07-02 18:23:42+00:00
64e1616f,-2.83,-72.82,723.8,2021-07-02 18:23:43+00:00
93c8a2c1,2.83,-1179.98,1582.47,2021-07-02 18:23:43+00:00
eec02ec5,2.67,-6786.86,7696.33,2021-07-02 18:23:44+00:00
90791ae9,,,,2021-07-02 18:23:44+00:00
49b6c0dd,-2.67,-1549.27,-2818.13,2021-07-02 18:23:44+00:00
d0926969,,2.74,4229.33,2021-07-02 18:23:45+00:00
7435e9d3,-2537.5,-4.95,3021.84,2021-07-02 18:23:45+00:00
134a3fa6,-2017.67,545.98,2024.26,2021-07-02 18:24:46+00:00
8d9fed87,-3992.33,902.33,4006.93,2021-07-02 18:24:46+00:00
5688ed10,0.0,-819.09,2427.86,2021-07-02 18:24:47+00:00
2b33a48d,,,,2021-07-02 18:24:47+00:00
07333ad0,-2.0,-5791.07,6729.81,2021-07-02 18:24:48+00:00
38c8ae33,-3690.0,-13.77,5944.69,2021-07-02 18:24:48+00:00
adc42b19,-18.0,-3294.75,5263.35,2021-07-02 18:24:48+00:00
e9ba8cec,-8.17,,,2021-07-02 18:24:49+00:00
e12c2148,-1.83,,,2021-07-02 18:24:49+00:00
4b78aae6,-191.67,-5.37,1500.42,2021-07-02 18:24:50+00:00
e724ca65,-8.33,-2940.66,3796.69,2021-07-02 18:24:50+00:00
135433c1,-3.33,-2104.05,2809.5,2021-07-02 18:24:50+00:00
90606897,0.0,-2816.26,5003.52,2021-07-02 18:24:51+00:00
02ebf5c7,1.5,-5434.74,6108.3,2021-07-02 18:24:51+00:00
c8eb2d3d,0.0,-6996.25,10082.24,2021-07-02 18:24:52+00:00
2b98cbdd,,25.94,0.08,2021-07-02 18:24:52+00:00
39146e59,,2214.88,0.8,2021-07-02 18:24:52+00:00
55af2f9b,-2467.83,17.15,7479.12,2021-07-02 18:24:53+00:00
28731623,-6304.0,97.53,7645.94,2021-07-02 18:24:53+00:00
3193e230,-4463.0,2.8,6944.68,2021-07-02 18:24:54+00:00
e6bcf7cf,0.0,-5949.38,6925.8,2021-07-02 18:24:54+00:00
7da0acb7,-1.0,-3896.08,4561.22,2021-07-02 18:24:54+00:00
c18b6195,0.0,-747.6,947.5,2021-07-02 18:24:55+00:00
20abb173,-9.17,-7154.76,8213.16,2021-07-02 18:24:55+00:00
f34b386a,-0.67,-9946.88,12147.46,2021-07-02 18:24:56+00:00
f7f9ac09,-531.33,31.7,3464.97,2021-07-02 18:24:56+00:00
5fc96249,-0.67,-6969.02,7575.08,2021-07-02 18:24:56+00:00
82c74b9e,-2669.5,-4.65,3157.31,2021-07-02 18:24:57+00:00
b255f7ad,-1020.0,3034.14,1013.7,2021-07-02 18:24:57+00:00
61bff705,509.67,1.06,13.78,2021-07-02 18:24:58+00:00
619fd2b9,-3857.33,,,2021-07-02 18:24:58+00:00
260f359a,2590.33,-389.75,1163.86,2021-07-02 18:24:58+00:00
4faff963,-2839.67,-5.34,3983.37,2021-07-02 18:24:59+00:00
499a251d,-10.0,,,2021-07-02 18:24:59+00:00
dfc6fdf5,0.0,-3668.54,3936.23,2021-07-02 18:25:00+00:00
64e1616f,0.0,-92.91,737.16,2021-07-02 18:25:00+00:00
93c8a2c1,0.0,-1155.67,1549.8,2021-07-02 18:25:00+00:00
eec02ec5,-0.17,-7668.35,8577.69,2021-07-02 18:25:01+00:00
90791ae9,,,,2021-07-02 18:25:01+00:00
49b6c0dd,0.0,-2132.0,-3380.53,2021-07-02 18:25:02+00:00
d0926969,,-1.46,4249.37,2021-07-02 18:25:02+00:00
7435e9d3,-2548.5,9.24,3037.41,2021-07-02 18:25:03+00:00
134a3fa6,-2022.67,539.55,2043.54,2021-07-02 18:26:04+00:00
8d9fed87,-4000.67,1655.07,4031.87,2021-07-02 18:26:04+00:00
5688ed10,0.0,-139.92,1519.2,2021-07-02 18:26:04+00:00
2b33a48d,,,,2021-07-02 18:26:05+00:00
07333ad0,-0.83,-5789.19,6714.33,2021-07-02 18:26:05+00:00
38c8ae33,-3885.0,-3.29,5930.04,2021-07-02 18:26:06+00:00
adc42b19,8.0,-3218.49,5176.57,2021-07-02 18:26:06+00:00
e9ba8cec,-1.0,,,2021-07-02 18:26:06+00:00
e12c2148,-8.83,,,2021-07-02 18:26:07+00:00
4b78aae6,-730.67,-2.47,2045.96,2021-07-02 18:26:07+00:00
e724ca65,-1.33,-2942.07,3665.97,2021-07-02 18:26:08+00:00
135433c1,7.33,-2180.92,2883.15,2021-07-02 18:26:08+00:00
90606897,-11.33,-2898.56,5024.92,2021-07-02 18:26:08+00:00
02ebf5c7,0.0,-5444.01,6118.47,2021-07-02 18:26:09+00:00
c8eb2d3d,1.5,-9563.86,11704.21,2021-07-02 18:26:09+00:00
2b98cbdd,6.67,,,2021-07-02 18:26:10+00:00
39146e59,,2283.23,1.02,2021-07-02 18:26:10+00:00
55af2f9b,-2425.0,-15.16,7388.1,2021-07-02 18:26:10+00:00
28731623,-6456.5,-13.99,7687.06,2021-07-02 18:26:11+00:00
3193e230,-4681.67,12.04,6955.02,2021-07-02 18:26:11+00:00
e6bcf7cf,-8.0,-5972.83,6948.91,2021-07-02 18:26:12+00:00
7da0acb7,6.0,-3762.61,4569.33,2021-07-02 18:26:12+00:00
c18b6195,-10.0,-500.08,696.86,2021-07-02 18:26:12+00:00
20abb173,0.0,-7351.49,8174.21,2021-07-02 18:26:13+00:00
f34b386a,-7.83,-9935.26,12055.45,2021-07-02 18:26:13+00:00
f7f9ac09,-1340.67,20.09,3460.85,2021-07-02 18:26:14+00:00
5fc96249,10.0,-6955.12,7566.37,2021-07-02 18:26:14+00:00
82c74b9e,-2667.67,-25.69,3165.49,2021-07-02 18:26:14+00:00
b255f7ad,-995.0,3053.43,992.46,2021-07-02 18:26:15+00:00
61bff705,477.5,0.71,12.15,2021-07-02 18:26:15+00:00
619fd2b9,-3943.33,,,2021-07-02 18:26:16+00:00
260f359a,2670.0,-235.6,972.48,2021-07-02 18:26:16+00:00
4faff963,-2785.33,-3.88,3948.33,2021-07-02 18:26:16+00:00
499a251d,-7.17,,,2021-07-02 18:26:17+00:00
dfc6fdf5,-10.0,-3677.77,3943.48,2021-07-02 18:26:17+00:00
64e1616f,-3.0,-112.22,755.16,2021-07-02 18:26:18+00:00
93c8a2c1,4.0,-677.04,1081.13,2021-07-02 18:26:18+00:00
eec02ec5,-1.0,-6455.5,7361.63,2021-07-02 18:26:18+00:00
90791ae9,,,,2021-07-02 18:26:19+00:00
49b6c0dd,0.0,-2719.82,-3996.03,2021-07-02 18:26:19+00:00
d0926969,,-188.82,4243.44,2021-07-02 18:26:20+00:00
7435e9d3,-2573.33,0.06,3047.17,2021-07-02 18:26:20+00:00
